,Date,Ticker,Title,Direction,Direction_Num,Market Cap,Editor-Picks,Author-Followers,Initial-Stock-Price,Current-Stock-Price10,Current-Stock-Price30,Current-Stock-Price90,sp500-Price10,sp500-Price30,sp500-Price90,stock_change10,stock_change30,stock_change90,sp500_change10,sp500_change30,sp500_change90,difference10,difference30,difference90,status10,status30,status90
1008,"Mar.  5, 2014  4:13 PM ET",CVX,Exxon Is A Sell After Weak Guidance,NA,4.00,351809000000.00,2.00,1256.00,110.79,110.07,114.60,119.23,1868.20,1865.09,1924.24,-0.65,3.44,7.62,-0.47,-0.64,2.52,-0.18,4.08,5.10,0.00,0.00,1.00
1009,"Mar.  5, 2014  4:11 PM ET",PAA,TransCanada&#x27;s Energy East Pipeline Could Enhance Long-Term Revenue Growth,NA,4.00,29636286493.00,2.00,1364.00,51.53,50.66,53.18,55.16,1868.20,1865.09,1924.24,-1.69,3.20,7.04,-0.47,-0.64,2.52,-1.22,3.84,4.53,0.00,0.00,0.00
1010,"Mar.  5, 2014  4:07 PM ET",TSL,Trina Solar Q4 Earnings: Strong Shipment Growth And 2014 Guidance,NA,4.00,941650078.00,2.00,2695.00,18.19,15.26,13.62,12.97,1868.20,1865.09,1924.24,-16.11,-25.12,-28.70,-0.47,-0.64,2.52,-15.64,-24.49,-31.21,0.00,0.00,0.00
1011,"Mar.  5, 2014  3:42 PM ET",PNQI,Netflix Revenue Forecast 2014 - 2030,NA,4.00,26522359149.00,2.00,79.00,74.46,70.46,63.47,63.71,1868.20,1865.09,1924.24,-5.37,-14.76,-14.44,-0.47,-0.64,2.52,-4.90,-14.12,-16.95,0.00,0.00,0.00
1012,"Mar.  5, 2014  3:34 PM ET",COST,Here&#x27;s Why Costco Is Expected To Hit The Gas Thursday,NA,4.00,65679358130.00,2.00,2282.00,108.42,108.60,105.92,110.91,1868.20,1865.09,1924.24,0.17,-2.31,2.30,-0.47,-0.64,2.52,0.64,-1.67,-0.22,0.00,0.00,0.00
1013,"Mar.  5, 2014  3:31 PM ET",MS,Moelis Announces IPO,NA,4.00,1581931809.00,2.00,36419.00,31.46,30.73,30.00,30.58,1868.20,1865.09,1924.24,-2.32,-4.64,-2.80,-0.47,-0.64,2.52,-1.85,-4.00,-5.31,0.00,0.00,0.00
1014,"Mar.  5, 2014  3:30 PM ET",GSK,GlaxoSmithKline Is A Must-Pick For Dividend Investors,NA,4.00,124163000000.00,2.00,2131.00,52.96,51.42,49.44,51.05,1868.20,1865.09,1924.24,-2.91,-6.65,-3.61,-0.47,-0.64,2.52,-2.44,-6.01,-6.12,0.00,0.00,0.00
1015,"Mar.  5, 2014  3:23 PM ET",BBY,Best Buy&#x27;s Sales Suffer Due To Weak Holiday Season And Bad Weather,NA,4.00,14216302759.00,2.00,2695.00,24.85,25.10,27.23,27.59,1868.20,1865.09,1924.24,1.01,9.58,11.03,-0.47,-0.64,2.52,1.48,10.21,8.51,0.00,1.00,1.00
1016,"Mar.  5, 2014  3:22 PM ET",HZNP,Buy Horizon Pharma On Upcoming Revenue Growth,NA,4.00,2811001719.00,2.00,376.00,13.05,13.15,14.13,14.75,1868.20,1865.09,1924.24,0.77,8.28,13.03,-0.47,-0.64,2.52,1.24,8.91,10.51,0.00,1.00,1.00
1017,"Mar.  5, 2014  3:07 PM ET",BRK.B,Bank Of America: A Good Time To Buy?,NA,4.00,169260000000.00,2.00,2131.00,121.20,122.51,123.90,126.93,1868.20,1865.09,1924.24,1.08,2.23,4.73,-0.47,-0.64,2.52,1.55,2.86,2.21,0.00,0.00,0.00
1018,"Mar.  5, 2014  3:04 PM ET",BP,Conflict In Ukraine Could Spell Trouble For BP,NA,4.00,125371000000.00,2.00,38.00,46.28,45.24,45.96,48.48,1868.20,1865.09,1924.24,-2.25,-0.69,4.75,-0.47,-0.64,2.52,-1.78,-0.06,2.24,0.00,0.00,0.00
1019,"Mar.  5, 2014  2:59 PM ET",DVAX,Dynavax: An Update On This Speculative $2 Biotech Play,NA,4.00,648706993.00,2.00,19140.00,19.30,18.20,16.20,14.00,1868.20,1865.09,1924.24,-5.70,-16.06,-27.46,-0.47,-0.64,2.52,-5.23,-15.43,-29.98,0.00,0.00,0.00
1020,"Mar.  5, 2014  2:59 PM ET",AAPL,Liquidmetal Technologies And Apple&#x27;s Relationship - Why It Matters,NA,4.00,62705181.00,2.00,46.00,74.41,73.56,74.56,89.88,1868.20,1865.09,1924.24,-1.14,0.20,20.79,-0.47,-0.64,2.52,-0.67,0.84,18.28,0.00,0.00,1.00
1021,"Mar.  5, 2014  2:57 PM ET",WILC,"G. Willi-Food International, Ltd. News Creates A Buying Opportunity",NA,4.00,78104955.00,2.00,116.00,7.37,7.34,7.65,6.70,1868.20,1865.09,1924.24,-0.41,3.80,-9.09,-0.47,-0.64,2.52,0.06,4.44,-11.61,0.00,0.00,0.00
1022,"Mar.  6, 2014  5:55 PM ET",GM,General Motors: Forward Earnings Show Upside Support,NA,4.00,61274424816.00,2.00,47.00,36.11,32.95,33.64,35.30,1846.34,1890.90,1927.88,-8.75,-6.84,-2.24,-1.69,0.68,2.65,-7.06,-7.52,-4.90,0.00,0.00,0.00
1023,"Mar.  6, 2014  5:10 PM ET",CBS,Disney And Dish Ink First Of Its Kind Programming Deal; Dish To Disable AutoHop Feature,NA,4.00,180902000000.00,2.00,2695.00,66.74,64.73,60.96,59.26,1846.34,1890.90,1927.88,-3.01,-8.66,-11.21,-1.69,0.68,2.65,-1.32,-9.35,-13.86,0.00,0.00,0.00
1024,"Mar.  6, 2014  4:46 PM ET",CRM,Salesforce.com Can&#x27;t Tell You Where Its Revenues Come From,NA,4.00,42028760000.00,2.00,55.00,60.74,58.16,54.41,51.07,1846.34,1890.90,1927.88,-4.25,-10.42,-15.92,-1.69,0.68,2.65,-2.56,-11.11,-18.57,0.00,0.00,0.00
1025,"Mar.  6, 2014  4:44 PM ET",XTL,CenturyLink: Strong Dividends Set To Continue,NA,4.00,19498349300.00,2.00,282.00,56.64,55.86,55.70,54.86,1846.34,1890.90,1927.88,-1.38,-1.66,-3.14,-1.69,0.68,2.65,0.31,-2.34,-5.80,0.00,0.00,0.00
1026,"Mar.  6, 2014  4:07 PM ET",RSH,"RadioShack Posts 8th Consecutive Quarterly Loss, Announces Closure Of 1,100 Stores",NA,4.00,0.00,2.00,2695.00,45.29,42.56,43.37,42.99,1846.34,1890.90,1927.88,-6.03,-4.24,-5.08,-1.69,0.68,2.65,-4.34,-4.92,-7.73,0.00,0.00,0.00
1027,"Mar.  6, 2014  2:59 PM ET",NICK,Prospect Capital: Meet NMMB Holdings,NA,4.00,3049998118.00,2.00,236.00,15.84,15.85,15.76,14.48,1846.34,1890.90,1927.88,0.06,-0.51,-8.59,-1.69,0.68,2.65,1.75,-1.19,-11.24,0.00,0.00,0.00
1028,"Mar.  6, 2014  2:51 PM ET",XLV,Why Johnson &amp; Johnson Is On My Watch List,NA,4.00,275852000000.00,2.00,266.00,58.60,57.60,57.38,59.49,1846.34,1890.90,1927.88,-1.71,-2.08,1.52,-1.69,0.68,2.65,-0.02,-2.77,-1.14,0.00,0.00,0.00
1029,"Mar.  6, 2014  2:50 PM ET",CANN,Full Circle Capital Has Both Kinds Of Green - 90% Upside On A Call Option In Advanced Cannabis Solutions,NA,4.00,42658051.00,2.00,43.00,34.90,35.75,29.99,11.10,1846.34,1890.90,1927.88,2.44,-14.07,-68.19,-1.69,0.68,2.65,4.12,-14.75,-70.85,0.00,0.00,0.00
1030,"Mar.  6, 2014  2:46 PM ET",QCOM,VirnetX / Apple Appeal: Bad News For VirnetX And Other Patent Assertion Entities,NA,4.00,348897864.00,2.00,91.00,75.09,73.09,76.79,78.56,1846.34,1890.90,1927.88,-2.66,2.26,4.62,-1.69,0.68,2.65,-0.98,1.58,1.97,0.00,0.00,0.00
1031,"Mar.  6, 2014  2:05 PM ET",PSEC,"Zillow: Terrific Short-Term Trade, Terrible Long-Term Investment",NA,4.00,6055779300.00,2.00,611.00,9.46,9.48,9.59,8.72,1846.34,1890.90,1927.88,0.21,1.37,-7.82,-1.69,0.68,2.65,1.90,0.69,-10.48,0.00,0.00,0.00
1032,"Mar.  7, 2014  7:33 PM ET",WIN,Expected Stability In Revenues Key Factor In Bullish Thesis On CenturyLink,NA,4.00,19498349300.00,2.00,603.00,7.33,7.43,7.99,8.95,1858.83,1888.77,1940.46,1.36,9.00,22.10,-0.80,0.80,3.56,2.16,8.21,18.54,0.00,1.00,1.00
1033,"Mar.  7, 2014  7:16 PM ET",XLU,ModernGraham Quarterly Valuation Of Xcel Energy,NA,4.00,17071928502.00,2.00,3359.00,38.63,39.76,40.38,42.11,1858.83,1888.77,1940.46,2.93,4.53,9.01,-0.80,0.80,3.56,3.72,3.73,5.45,0.00,0.00,1.00
1034,"Mar.  7, 2014  7:09 PM ET",SHLD,Sears Hometown And Outlet Stores - A Misunderstood Spin-Off From Sears Holdings,NA,4.00,207350943.00,2.00,10.00,34.15,33.84,37.90,37.34,1858.83,1888.77,1940.46,-0.91,10.98,9.34,-0.80,0.80,3.56,-0.11,10.18,5.78,0.00,1.00,1.00
1035,"Mar.  7, 2014  6:49 PM ET",URBN,Here&#x27;s What The Buy Side Expects From Urban Outfitters Monday,NA,4.00,5901582498.00,2.00,2282.00,37.56,35.34,38.00,34.19,1858.83,1888.77,1940.46,-5.91,1.17,-8.97,-0.80,0.80,3.56,-5.11,0.37,-12.53,0.00,0.00,0.00
1036,"Mar.  7, 2014  6:48 PM ET",XOP,BP: Growth Projects Will Bolster The Company&#x27;s Top And Bottom Line,NA,4.00,125371000000.00,2.00,709.00,69.49,68.19,72.18,76.92,1858.83,1888.77,1940.46,-1.87,3.87,10.69,-0.80,0.80,3.56,-1.07,3.07,7.14,0.00,0.00,1.00
1037,"Mar.  7, 2014  6:43 PM ET",NTDOY,"Actually, Apple Should Buy Nintendo",NA,4.00,719881000000.00,2.00,44.00,15.23,14.70,14.25,14.42,1858.83,1888.77,1940.46,-3.48,-6.43,-5.32,-0.80,0.80,3.56,-2.68,-7.23,-8.88,0.00,0.00,0.00
1038,"Mar.  7, 2014  6:42 PM ET",WPRT,Insiders Are (Finally) Buying Clean Energy,NA,4.00,463564001.00,2.00,1309.00,17.70,16.75,14.03,14.86,1858.83,1888.77,1940.46,-5.37,-20.73,-16.05,-0.80,0.80,3.56,-4.57,-21.53,-19.60,0.00,0.00,0.00
1039,"Mar.  7, 2014  6:16 PM ET",INSY,Is Galena Following In The Footsteps Of Insys With Abstral?,NA,4.00,189857661.00,2.00,18.00,50.67,44.82,35.16,26.21,1858.83,1888.77,1940.46,-11.55,-30.61,-48.27,-0.80,0.80,3.56,-10.75,-31.41,-51.83,0.00,0.00,0.00
1040,"Mar.  7, 2014  6:09 PM ET",UPS,UPS To Benefit From Fleet Running On Alternative Fuel,NA,4.00,88927140476.00,2.00,2695.00,95.62,94.42,95.50,101.54,1858.83,1888.77,1940.46,-1.25,-0.13,6.19,-0.80,0.80,3.56,-0.46,-0.92,2.63,0.00,0.00,0.00
1041,"Mar.  7, 2014  5:53 PM ET",XOM,Canacol Energy: Successful Shale Oil Test Underscores Compelling Value Proposition,NA,4.00,220048986.00,1.00,460.00,92.33,91.68,94.63,98.40,1858.83,1888.77,1940.46,-0.70,2.49,6.57,-0.80,0.80,3.56,0.10,1.69,3.02,0.00,0.00,0.00
1042,"Mar.  7, 2014  5:35 PM ET",FL,Here&#x27;s Why Foot Locker Is Off To A Running Start,NA,4.00,8711321353.00,2.00,2282.00,45.69,44.61,45.51,49.20,1858.83,1888.77,1940.46,-2.36,-0.39,7.68,-0.80,0.80,3.56,-1.56,-1.19,4.13,0.00,0.00,0.00
1043,"Mar.  7, 2014  5:33 PM ET",INTC,ARM Holdings: Beyond Mobile Computing,NA,4.00,24886981098.00,2.00,1141.00,23.94,24.00,25.42,27.10,1858.83,1888.77,1940.46,0.25,6.18,13.20,-0.80,0.80,3.56,1.05,5.38,9.64,0.00,1.00,1.00
1044,"Mar.  7, 2014  5:30 PM ET",VZ,Pursuing T-Mobile Could Be Risky For Sprint Given Regulatory And Operating Risks,NA,4.00,25881228074.00,2.00,2695.00,45.09,44.29,45.94,47.65,1858.83,1888.77,1940.46,-1.77,1.89,5.68,-0.80,0.80,3.56,-0.97,1.09,2.12,0.00,0.00,0.00
1045,"Mar.  7, 2014  5:03 PM ET",WFC,Wells Fargo: Buy On Potential Valuation Multiple Expansion,NA,4.00,285127000000.00,2.00,765.00,46.66,46.83,48.23,50.60,1858.83,1888.77,1940.46,0.36,3.36,8.44,-0.80,0.80,3.56,1.16,2.57,4.89,0.00,0.00,0.00
1046,"Mar.  7, 2014  4:30 PM ET",XLP,Philip Morris - Still A Smart Investment Choice,NA,4.00,120119000000.00,2.00,937.00,41.59,41.76,42.09,44.20,1858.83,1888.77,1940.46,0.41,1.20,6.28,-0.80,0.80,3.56,1.21,0.40,2.72,0.00,0.00,0.00
1047,"Mar.  7, 2014  4:17 PM ET",XSW,"Beyond GAAP, Does Salesforce Look Much Better?",NA,4.00,42028760000.00,2.00,72.00,93.26,90.94,84.68,82.89,1858.83,1888.77,1940.46,-2.49,-9.20,-11.12,-0.80,0.80,3.56,-1.69,-10.00,-14.68,0.00,0.00,0.00
1048,"Mar.  7, 2014  4:06 PM ET",DIA,This Time It Is Different - Americans Are More Pessimistic,NA,4.00,184294000000.00,1.00,8301.00,161.00,159.07,160.83,165.56,1858.83,1888.77,1940.46,-1.20,-0.11,2.83,-0.80,0.80,3.56,-0.40,-0.90,-0.72,0.00,0.00,0.00
1049,"Mar.  7, 2014  4:04 PM ET",PH,"Parker Hannifin: Buy, Sell Or Hold?",NA,4.00,16769843920.00,2.00,29.00,122.14,117.67,119.60,125.58,1858.83,1888.77,1940.46,-3.66,-2.08,2.82,-0.80,0.80,3.56,-2.86,-2.88,-0.74,0.00,0.00,0.00
1050,"Mar.  7, 2014  4:01 PM ET",ARNA,Arena Sees Growth Continue With Belviq,NA,4.00,1161437198.00,1.00,1369.00,7.12,6.42,6.22,6.15,1858.83,1888.77,1940.46,-9.83,-12.64,-13.62,-0.80,0.80,3.56,-9.03,-13.44,-17.18,0.00,0.00,0.00
1051,"Mar.  7, 2014  4:00 PM ET",GRMN,ModernGraham Quarterly Valuation Of Garmin Ltd.,NA,4.00,9207140064.00,2.00,3359.00,51.81,52.01,54.29,57.37,1858.83,1888.77,1940.46,0.39,4.79,10.73,-0.80,0.80,3.56,1.19,3.99,7.17,0.00,0.00,1.00
1052,"Mar.  7, 2014  3:35 PM ET",TGSGY,CGG Veritas: Wait And See If It Becomes The King Of Seismic Services,NA,4.00,1065932456.00,2.00,63.00,30.31,28.30,31.07,31.00,1858.83,1888.77,1940.46,-6.63,2.51,2.28,-0.80,0.80,3.56,-5.83,1.71,-1.28,0.00,0.00,0.00
1053,"Mar.  7, 2014  3:26 PM ET",QCOM,"Qualcomm Should Tread Carefully Amid Smartphone Saturation, China Troubles",NA,4.00,113226000000.00,2.00,2695.00,75.09,75.31,76.79,78.31,1858.83,1888.77,1940.46,0.29,2.26,4.29,-0.80,0.80,3.56,1.09,1.47,0.73,0.00,0.00,0.00
1054,"Mar.  9, 2014  1:28 PM ET",SDS,Week Ahead: Ignore This Warning At Your Own Peril,NA,4.00,184294000000.00,2.00,5036.00,28.29,28.75,28.90,25.79,1860.77,1851.96,1927.88,1.63,2.16,-8.84,-0.87,-1.34,2.70,2.50,3.50,-11.54,0.00,0.00,0.00
1055,"Mar.  9, 2014  1:05 PM ET",LAZ,Lazard Group: Increased M&amp;A Activity Equals Profits,NA,4.00,6012075201.00,2.00,893.00,44.68,43.51,44.27,49.60,1860.77,1851.96,1927.88,-2.62,-0.92,11.01,-0.87,-1.34,2.70,-1.74,0.43,8.31,0.00,0.00,1.00
1056,"Mar.  9, 2014 12:40 PM ET",ESV,Ensco: A Great Buying Opportunity In A High-Yielding Stock,NA,4.00,4791169841.00,2.00,5210.00,48.53,46.80,47.76,49.69,1860.77,1851.96,1927.88,-3.56,-1.59,2.39,-0.87,-1.34,2.70,-2.69,-0.24,-0.31,0.00,0.00,0.00
1057,"Mar.  9, 2014 12:29 PM ET",BA,Global Growth Will Propel Boeing 14% Higher,NA,4.00,106764000000.00,2.00,18.00,123.93,119.39,121.25,135.78,1860.77,1851.96,1927.88,-3.66,-2.16,9.56,-0.87,-1.34,2.70,-2.79,-0.82,6.86,0.00,0.00,1.00
1058,"Mar.  9, 2014 12:23 PM ET",PG,Procter &amp; Gamble: Gambling For Alpha,NA,4.00,220983000000.00,2.00,877.00,76.16,76.40,78.90,78.23,1860.77,1851.96,1927.88,0.32,3.60,2.72,-0.87,-1.34,2.70,1.19,4.94,0.02,0.00,0.00,0.00
1059,"Mar.  9, 2014 12:21 PM ET",RY,National Bank Of Canada: 15 Different Insiders Have Purchased Shares During The Last 30 Days,NA,4.00,11580508141.00,2.00,3828.00,62.22,61.47,64.44,66.43,1860.77,1851.96,1927.88,-1.21,3.57,6.77,-0.87,-1.34,2.70,-0.33,4.91,4.06,0.00,0.00,0.00
1060,"Mar.  9, 2014  8:58 AM ET",FLTX,"MiX Telematics: Global, Green, And Undervalued",NA,4.00,215726966.00,2.00,9049.00,34.71,35.06,30.02,30.71,1860.77,1851.96,1927.88,1.01,-13.51,-11.52,-0.87,-1.34,2.70,1.88,-12.17,-14.23,0.00,0.00,0.00
1061,"Mar.  9, 2014  8:29 AM ET",FE,Limited Upside Potential Key In Bearish Stance On FirstEnergy,NA,4.00,14572901456.00,2.00,603.00,29.69,30.44,32.83,33.67,1860.77,1851.96,1927.88,2.53,10.58,13.41,-0.87,-1.34,2.70,3.40,11.92,10.70,0.00,1.00,1.00
1062,"Mar.  9, 2014  7:09 AM ET",YUM,ModernGraham Annual Valuation Of Yum Brands Inc.,NA,4.00,33570763183.00,2.00,3359.00,75.78,72.65,74.72,78.70,1860.77,1851.96,1927.88,-4.13,-1.40,3.85,-0.87,-1.34,2.70,-3.26,-0.06,1.15,0.00,0.00,0.00
1063,"Mar.  9, 2014  6:59 AM ET",RBC,ModernGraham Quarterly Valuation Of Regal-Beloit Corporation,NA,4.00,3426858925.00,2.00,3359.00,73.84,71.26,70.83,78.03,1860.77,1851.96,1927.88,-3.49,-4.08,5.67,-0.87,-1.34,2.70,-2.62,-2.73,2.97,0.00,0.00,0.00
1064,"Mar. 10, 2014 11:28 PM ET",LMNR,"Limoneira Turns In Great First Quarter Earnings Call, Remains Undervalued",NA,4.00,315961307.00,2.00,2229.00,22.11,23.10,22.47,22.81,1872.01,1872.18,1940.46,4.48,1.63,3.17,0.23,0.24,3.90,4.24,1.38,-0.73,0.00,0.00,0.00
1065,"Mar. 10, 2014 11:16 PM ET",SALE,"Can You Guess Where The Value Is Hiding? Coupons.com, Groupon Or RetailMeNot?",NA,4.00,5247571124.00,2.00,167.00,39.43,36.13,35.08,24.72,1872.01,1872.18,1940.46,-8.37,-11.03,-37.31,0.23,0.24,3.90,-8.60,-11.28,-41.21,0.00,0.00,0.00
1066,"Mar. 10, 2014  6:46 PM ET",CONN,Conn&#x27;s Is Severely Undervalued,NA,4.00,994180609.00,2.00,2057.00,33.27,33.31,40.18,46.10,1872.01,1872.18,1940.46,0.12,20.77,38.56,0.23,0.24,3.90,-0.11,20.53,34.66,0.00,1.00,1.00
1067,"Mar. 10, 2014  6:28 PM ET",BRK.A,"Everest Re: An Attractive, Undervalued Reinsurer",NA,4.00,7888257423.00,2.00,2600.00,187101.00,186540.00,185897.00,192895.00,1872.01,1872.18,1940.46,-0.30,-0.64,3.10,0.23,0.24,3.90,-0.53,-0.89,-0.80,0.00,0.00,0.00
1068,"Mar. 10, 2014  6:26 PM ET",NUGT,Metanor: A Small Gold Producer With Big Potential,NA,4.00,7750717.00,2.00,136.00,48.36,44.11,41.26,29.66,1872.01,1872.18,1940.46,-8.79,-14.68,-38.67,0.23,0.24,3.90,-9.02,-14.93,-42.57,0.00,0.00,0.00
1069,"Mar. 10, 2014  6:17 PM ET",JKS,Opportunities And Risks For JinkoSolar,NA,4.00,701792393.00,2.00,1902.00,32.46,33.07,30.06,24.47,1872.01,1872.18,1940.46,1.88,-7.39,-24.61,0.23,0.24,3.90,1.64,-7.64,-28.51,0.00,0.00,0.00
1070,"Mar. 10, 2014  6:15 PM ET",VALE,Rio Tinto - To Buy Or Not To Buy?,NA,4.00,77981602925.00,2.00,285.00,12.04,12.30,14.40,12.93,1872.01,1872.18,1940.46,2.16,19.60,7.39,0.23,0.24,3.90,1.92,19.36,3.49,0.00,1.00,0.00
1071,"Mar. 10, 2014  6:13 PM ET",TSLA,Gigafactory Will Cost Tesla $5 Billion But Offers Significant Cost Reductions,NA,4.00,23728931708.00,2.00,2695.00,234.41,234.91,216.93,208.17,1872.01,1872.18,1940.46,0.21,-7.46,-11.19,0.23,0.24,3.90,-0.02,-7.70,-15.09,0.00,0.00,0.00
1072,"Mar. 10, 2014  6:06 PM ET",AMZN,Amazon Is Poised For Another All-Time High,NA,4.00,172091000000.00,2.00,765.00,368.82,368.97,331.81,329.67,1872.01,1872.18,1940.46,0.04,-10.03,-10.61,0.23,0.24,3.90,-0.19,-10.28,-14.51,0.00,0.00,0.00
1073,"Mar. 10, 2014  6:04 PM ET",NUGT,Barrick Gold Corporation: March Long-Term Pick,NA,4.00,12345497845.00,2.00,551.00,48.36,44.11,41.26,29.66,1872.01,1872.18,1940.46,-8.79,-14.68,-38.67,0.23,0.24,3.90,-9.02,-14.93,-42.57,0.00,0.00,0.00
1074,"Mar. 10, 2014  6:01 PM ET",AVTI,Activision Blizzard: A Decent Growth Stock To Own,NA,4.00,140000.00,2.00,130.00,0.00,0.00,0.00,0.00,1872.01,1872.18,1940.46,NA,NA,NA,0.23,0.24,3.90,-0.46,-2.05,0.52,0.00,0.00,0.00
1075,"Mar. 10, 2014  5:56 PM ET",ACN,ModernGraham Quarterly Valuation Of Accenture PLC,NA,4.00,57583684541.00,2.00,3359.00,81.45,80.97,77.43,82.41,1872.01,1872.18,1940.46,-0.59,-4.94,1.18,0.23,0.24,3.90,-0.82,-5.18,-2.72,0.00,0.00,0.00
1076,"Mar. 10, 2014  5:51 PM ET",AMD,Advanced Micro Devices: Analysis And 2014 Outlook,NA,4.00,2137575710.00,2.00,359.00,3.85,4.05,3.98,4.06,1872.01,1872.18,1940.46,5.19,3.38,5.45,0.23,0.24,3.90,4.96,3.13,1.55,0.00,0.00,0.00
1077,"Mar. 10, 2014  5:47 PM ET",FRCOF,Follow Fast Retailing On Its Quest To Be The World&#x27;s Largest Specialty Retailer By 2020,NA,4.00,40647441840.00,2.00,2229.00,365.02,347.16,365.02,339.23,1872.01,1872.18,1940.46,-4.89,0.00,-7.07,0.23,0.24,3.90,-5.13,-0.24,-10.96,0.00,0.00,0.00
1078,"Mar. 10, 2014  5:01 PM ET",AAPL,A Few Reasons Why You Should Buy This $7.35 Apple Supplier,NA,4.00,10774374793.00,2.00,1104.00,75.16,74.12,74.35,91.01,1872.01,1872.18,1940.46,-1.38,-1.08,21.09,0.23,0.24,3.90,-1.62,-1.32,17.19,0.00,0.00,1.00
1079,"Mar. 10, 2014  4:21 PM ET",BAC,JPMorgan Chase: 5 Reasons To Consider Buying Over Bank Of America,NA,4.00,227427000000.00,2.00,937.00,17.10,17.75,16.46,15.44,1872.01,1872.18,1940.46,3.80,-3.74,-9.71,0.23,0.24,3.90,3.57,-3.99,-13.61,0.00,0.00,0.00
1080,"Mar. 11, 2014  6:59 PM ET",WSM,What The Buy Side Expects From Williams-Sonoma On Wednesday,NA,4.00,7565120387.00,2.00,2282.00,57.84,65.70,61.59,67.67,1866.52,1833.08,1951.27,13.59,6.48,17.00,-0.09,-1.88,4.45,13.68,8.36,12.55,1.00,1.00,1.00
1081,"Mar. 11, 2014  6:52 PM ET",QCOM,Google: Even Rock Stars Get Haircuts,NA,4.00,372518000000.00,2.00,1212.00,75.27,76.46,76.34,78.59,1866.52,1833.08,1951.27,1.58,1.42,4.41,-0.09,-1.88,4.45,1.67,3.30,-0.04,0.00,0.00,0.00
1082,"Mar. 11, 2014  6:34 PM ET",QCOM,"Aetna: Paltry Dividend, Buybacks Goosing EPS",NA,4.00,36296183000.00,2.00,1212.00,75.27,76.46,76.34,78.59,1866.52,1833.08,1951.27,1.58,1.42,4.41,-0.09,-1.88,4.45,1.67,3.30,-0.04,0.00,0.00,0.00
1083,"Mar. 11, 2014  6:19 PM ET",ACTG,Marathon Patent Group Continues To Evolve,NA,4.00,93040434.00,2.00,306.00,14.10,15.64,16.33,15.95,1866.52,1833.08,1951.27,10.92,15.82,13.12,-0.09,-1.88,4.45,11.01,17.70,8.67,1.00,1.00,1.00
1084,"Mar. 11, 2014  6:15 PM ET",ICLD,Obscured By InterCloud,NA,4.00,39547692.00,2.00,40.00,13.10,7.35,5.84,6.51,1866.52,1833.08,1951.27,-43.89,-55.42,-50.31,-0.09,-1.88,4.45,-43.80,-53.54,-54.75,0.00,0.00,0.00
1085,"Mar. 11, 2014  5:56 PM ET",BBY,ModernGraham Annual Valuation Of Best Buy Company,NA,4.00,14216302759.00,2.00,3359.00,25.14,26.51,25.77,28.48,1866.52,1833.08,1951.27,5.45,2.51,13.29,-0.09,-1.88,4.45,5.54,4.39,8.84,1.00,0.00,1.00
1086,"Mar. 11, 2014  5:38 PM ET",XCO,Several Reasons Why I&#x27;m Staying Bullish On Units Of QR Energy,NA,4.00,0.00,2.00,1364.00,5.16,5.17,6.00,5.16,1866.52,1833.08,1951.27,0.19,16.28,0.00,-0.09,-1.88,4.45,0.28,18.16,-4.45,0.00,1.00,0.00
1087,"Mar. 11, 2014  4:37 PM ET",SDRL,Is Ensco A Good Stock To Buy?,NA,4.00,4791169841.00,2.00,282.00,33.00,32.35,32.17,37.51,1866.52,1833.08,1951.27,-1.97,-2.52,13.67,-0.09,-1.88,4.45,-1.88,-0.64,9.22,0.00,0.00,1.00
1088,"Mar. 11, 2014  3:54 PM ET",VTR,HCP: Can This Medical REIT Big Dog Still Compete?,NA,4.00,18518074937.00,2.00,611.00,58.58,57.07,60.42,62.28,1866.52,1833.08,1951.27,-2.58,3.14,6.32,-0.09,-1.88,4.45,-2.49,5.02,1.87,0.00,1.00,0.00
1089,"Mar. 11, 2014  3:41 PM ET",NEM,Is This Gold Miner A Buy?,NA,4.00,11124512661.00,2.00,4075.00,24.90,24.44,24.68,22.57,1866.52,1833.08,1951.27,-1.85,-0.88,-9.36,-0.09,-1.88,4.45,-1.76,1.00,-13.80,0.00,0.00,0.00
1090,"Mar. 11, 2014  3:38 PM ET",TRV,Travelers: Shares Of Insurer Available At A Cheap Price,NA,4.00,34296454858.00,2.00,125.00,81.61,81.95,83.14,93.14,1866.52,1833.08,1951.27,0.42,1.87,14.13,-0.09,-1.88,4.45,0.51,3.75,9.68,0.00,0.00,1.00
1091,"Mar. 11, 2014  3:32 PM ET",ARR,Armour Continues Buybacks In A Big Way For Investors,NA,4.00,1115996815.00,2.00,1116.00,3.66,3.68,3.67,3.92,1866.52,1833.08,1951.27,0.55,0.27,7.10,-0.09,-1.88,4.45,0.64,2.15,2.66,0.00,0.00,0.00
1092,"Mar. 11, 2014  3:30 PM ET",WWAV,Wait A Bit Before Eating Up WhiteWave Foods,NA,4.00,7284315607.00,2.00,2057.00,29.33,29.59,26.14,32.56,1866.52,1833.08,1951.27,0.89,-10.88,11.01,-0.09,-1.88,4.45,0.98,-9.00,6.57,0.00,0.00,1.00
1093,"Mar. 11, 2014  3:29 PM ET",LNCO,Linn Energy: NGLs Are The Key To Higher Distributions,NA,4.00,3758294882.00,2.00,3312.00,24.97,25.09,24.17,26.51,1866.52,1833.08,1951.27,0.48,-3.20,6.17,-0.09,-1.88,4.45,0.57,-1.32,1.72,0.00,0.00,0.00
