,Date,Ticker,Title,Direction,Direction_Num,Market Cap,Editor-Picks,Author-Followers,Initial-Stock-Price,Current-Stock-Price10,Current-Stock-Price30,Current-Stock-Price90,sp500-Price10,sp500-Price30,sp500-Price90,stock_change10,stock_change30,stock_change90,sp500_change10,sp500_change30,sp500_change90,difference10,difference30,difference90,status10,status30,status90
10,"Jan.  1, 2014  9:00 AM ET",RIG,Transocean: Brighter Days Ahead In 2014,NA,4.0,4927241009,2.0,"19,140",45.32,44.97,40.11,38.69,1837.49,1782.59,1885.52,-0.7722859664607269,-11.496028243601062,-14.62930273609886,0.3007674756274627,-2.695990130896631,2.9225209882203935,-1.0730534420881896,-8.800038112704431,-17.551823724319252,0.0,0.0,0.0
11,"Jan.  1, 2014  8:58 AM ET",SPH,ModernGraham Valuation Of Suburban Propane Partners LP,NA,4.0,2660152000,2.0,"3,360",41.73,42.10,40.96,38.84,1837.49,1782.59,1885.52,0.8866522885214584,-1.8451953031392192,-6.925473280613452,0.3007674756274627,-2.695990130896631,2.9225209882203935,0.5858848128939957,0.8507948277574118,-9.847994268833846,0.0,0.0,0.0
12,"Jan.  1, 2014  8:11 AM ET",AMZN,Amazon&#x27;s PR Genius,NA,4.0,172091400115,2.0,403,397.97,397.66,358.69,342.99,1837.49,1782.59,1885.52,-0.07789531874261936,-9.87009071035506,-13.815111691836071,0.3007674756274627,-2.695990130896631,2.9225209882203935,-0.37866279437008205,-7.174100579458429,-16.737632680056464,0.0,0.0,0.0
13,"Jan.  1, 2014  7:58 AM ET",KLIC,Kulicke And Soffa Industries: 3 Different Insiders Have Sold Shares During The Last 30 Days,NA,4.0,1236401239,2.0,"3,828",13.05,12.60,11.64,12.62,1837.49,1782.59,1885.52,-3.4482758620689737,-10.804597701149426,-3.295019157088134,0.3007674756274627,-2.695990130896631,2.9225209882203935,-3.7490433376964365,-8.108607570252795,-6.2175401453085275,0.0,0.0,0.0
14,"Jan.  1, 2014  7:55 AM ET",DIS,The Enduring Nature Of &#x27;Saving Mr. Banks&#x27;,NA,4.0,180901526274,2.0,813,75.31,74.44,71.70,80.55,1837.49,1782.59,1885.52,-1.1552250697118638,-4.793520116850351,6.957907316425435,0.3007674756274627,-2.695990130896631,2.9225209882203935,-1.4559925453393265,-2.0975299859537198,4.035386328205041,0.0,0.0,0.0
15,"Jan.  1, 2014  7:52 AM ET",RGLD,Royal Gold Offers Deep Value And Low-Risk Leverage To The Gold Price,NA,4.0,4017131163,2.0,"2,329",48.41,50.28,55.23,62.33,1837.49,1782.59,1885.52,3.862838256558572,14.087998347448877,28.754389588927914,0.3007674756274627,-2.695990130896631,2.9225209882203935,3.5620707809311094,16.78398847834551,25.83186860070752,0.0,1.0,1.0
16,"Jan.  1, 2014  7:41 AM ET",NOK,Microsoft Windows Lies Between Scylla And Charybdis,NA,4.0,339472637411,2.0,"1,105",7.45,7.68,6.50,7.09,1837.49,1782.59,1885.52,3.0872483221476448,-12.751677852348994,-4.832214765100675,0.3007674756274627,-2.695990130896631,2.9225209882203935,2.786480846520182,-10.055687721452363,-7.754735753321068,0.0,0.0,0.0
17,"Jan.  1, 2014  6:20 AM ET",SIEGY,Siemens: Safe Dividend Boosted By $5.5 Billion Share Buyback Program,NA,4.0,91596426315,2.0,414,127.26,125.96,122.13,131.11,1837.49,1782.59,1885.52,-1.0215307245010303,-4.031117397454039,3.025302530253032,0.3007674756274627,-2.695990130896631,2.9225209882203935,-1.322298200128493,-1.3351272665574077,0.10278154203263856,0.0,0.0,0.0
18,"Jan.  1, 2014  5:17 AM ET",BA,"Boeing: 50% Dividend Hike Good, Buybacks Destroy 30% Of Shareholder Value",NA,4.0,106764030502,2.0,"5,925",132.73,137.81,121.65,125.22,1837.49,1782.59,1885.52,3.8273186167407616,-8.34777367588336,-5.658102915693506,0.3007674756274627,-2.695990130896631,2.9225209882203935,3.526551141113299,-5.6517835449867295,-8.5806239039139,0.0,0.0,0.0
19,"Jan.  1, 2014  4:47 AM ET",TWTR,Warning Bells Are Sounding Ever Louder For Facebook&#x27;s Long-Term Future,NA,4.0,218462872083,2.0,35,67.50,57.00,64.50,46.98,1837.49,1782.59,1885.52,-15.555555555555555,-4.444444444444445,-30.400000000000006,0.3007674756274627,-2.695990130896631,2.9225209882203935,-15.856323031183019,-1.7484543135478137,-33.3225209882204,0.0,0.0,0.0
20,"Jan.  1, 2014  4:46 AM ET",FB,Facebook Paid Too Much For Instagram,NA,4.0,218462872083,2.0,442,54.71,57.94,62.57,62.62,1837.49,1782.59,1885.52,5.903856698958137,14.366660573935293,14.458051544507397,0.3007674756274627,-2.695990130896631,2.9225209882203935,5.603089223330675,17.062650704831924,11.535530556287004,1.0,1.0,1.0
